Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
1999-01-27; ; ; ;5079.12;0
1999-01-26; ; ; ;5010.41;0
1999-01-25; ; ; ;4920.82;0
1999-01-22; ; ; ;5039.43;0
1999-01-21; ; ; ;5186.93;0
1999-01-20; ; ; ;5132.31;0
1999-01-19; ; ; ;4986.6;0
1999-01-18; ; ; ;5038.98;0
1999-01-15; ; ; ;4885.62;0
1999-01-14; ; ; ;5018.86;0
1999-01-13; ; ; ;5005.36;0
1999-01-12; ; ; ;5250.8;0
1999-01-11; ; ; ;5322.69;0
1999-01-08; ; ; ;5401.23;0
1999-01-07; ; ; ;5356.14;0
1999-01-06; ; ; ;5362.27;0
1999-01-05; ; ; ;5239.99;0
1999-01-04; ; ; ;5189.68;0
1998-12-30; ; ; ;5031.52;0
1998-12-29; ; ; ;5028.29;0
1998-12-28; ; ; ;5025.37;0
1998-12-23; ; ; ;4908.62;0
1998-12-22; ; ; ;4894.73;0
1998-12-21; ; ; ;4683.32;0
1998-12-18; ; ; ;4706.47;0
1998-12-17; ; ; ;4721.83;0
1998-12-16; ; ; ;4686.53;0
1998-12-15; ; ; ;4585.89;0
1998-12-14; ; ; ;4550.05;0
1998-12-11; ; ; ;4550.86;0
1998-12-10; ; ; ;4675.45;0
1998-12-09; ; ; ;4659.32;0
1998-12-08; ; ; ;4719.12;0
1998-12-07; ; ; ;4829.53;0
1998-12-04; ; ; ;4762.43;0
1998-12-03; ; ; ;4644.2;0
1998-12-02; ; ; ;4805.85;0
1998-12-01; ; ; ;4864.33;0
1998-11-30; ; ; ;5154.65;0
1998-11-27; ; ; ;5046.18;0
1998-11-26; ; ; ;5030.75;0
1998-11-25; ; ; ;4997.01;0
1998-11-24; ; ; ;4991.49;0
1998-11-23; ; ; ;4993.46;0
1998-11-20; ; ; ;4873.38;0
1998-11-19; ; ; ;4745.05;0
1998-11-18; ; ; ;4743.39;0
1998-11-17; ; ; ;4763.75;0
1998-11-16; ; ; ;4711.23;0
1998-11-13; ; ; ;4645.94;0
1998-11-12; ; ; ;4651.26;0
1998-11-10; ; ; ;4692.84;0
1998-11-09; ; ; ;4768.84;0
1998-11-06; ; ; ;4855.2;0
1998-11-05; ; ; ;4843.27;0
1998-11-04; ; ; ;4811.95;0
1998-11-03; ; ; ;4776.81;0
1998-11-02; ; ; ;4783.32;0
1998-10-30; ; ; ;4663.83;0
1998-10-29; ; ; ;4522.45;0
1998-10-28; ; ; ;4582.88;0
1998-10-27; ; ; ;4680.7;0
1998-10-26; ; ; ;4572.4;0
1998-10-23; ; ; ;4448.97;0
1998-10-22; ; ; ;4585.16;0
1998-10-21; ; ; ;4588.03;0
1998-10-20; ; ; ;4537.98;0
1998-10-19; ; ; ;4455.23;0
1998-10-16; ; ; ;4449.42;0
1998-10-15; ; ; ;4407.38;0
1998-10-14; ; ; ;4226.55;0
1998-10-13; ; ; ;4247.25;0
1998-10-12; ; ; ;4170.89;0
1998-10-09; ; ; ;3969.04;0
1998-10-08; ; ; ;3958.9;0
1998-10-07; ; ; ;4158.19;0
1998-10-06; ; ; ;4092.68;0
1998-10-05; ; ; ;4086.31;0
1998-10-02; ; ; ;3918.94;0
1998-10-01; ; ; ;4251.08;0
1998-09-30; ; ; ;4515.61;0
1998-09-29; ; ; ;4639.07;0
1998-09-28; ; ; ;4573.47;0
1998-09-25; ; ; ;4520.34;0
1998-09-24; ; ; ;4820.65;0
1998-09-23; ; ; ;4683.65;0
1998-09-22; ; ; ;4576.32;0
1998-09-21; ; ; ;4458.58;0
1998-09-18; ; ; ;4634.14;0
1998-09-17; ; ; ;4731.89;0
1998-09-16; ; ; ;4940.26;0
1998-09-15; ; ; ;4844.53;0
1998-09-14; ; ; ;4895.26;0
1998-09-11; ; ; ;4703.94;0
1998-09-10; ; ; ;4866.06;0
1998-09-09; ; ; ;5056.97;0
1998-09-08; ; ; ;4967.35;0
1998-09-07; ; ; ;4931.74;0
1998-09-04; ; ; ;4910.78;0
1998-09-03; ; ; ;4875.95;0
1998-09-02; ; ; ;4991.28;0
1998-09-01; ; ; ;4774.09;0
1998-08-31; ; ; ;4942.8;0
1998-08-28; ; ; ;4920.73;0
1998-08-27; ; ; ;5071.96;0
1998-08-26; ; ; ;5342.79;0
1998-08-25; ; ; ;5386.96;0
1998-08-24; ; ; ;5183.14;0
1998-08-21; ; ; ;5311.36;0
1998-08-20; ; ; ;5564.67;0
1998-08-19; ; ; ;5640.07;0
1998-08-18; ; ; ;5571.98;0
1998-08-17; ; ; ;5387.83;0
1998-08-14; ; ; ;5462.16;0
1998-08-13; ; ; ;5268.49;0
1998-08-12; ; ; ;5365.1;0
1998-08-11; ; ; ;5401.58;0
1998-08-10; ; ; ;5557.84;0
1998-08-07; ; ; ;5556.47;0
1998-08-06; ; ; ;5585.79;0
1998-08-05; ; ; ;5627.55;0
1998-08-04; ; ; ;5768.99;0
1998-08-03; ; ; ;5740.81;0
1998-07-31; ; ; ;5958.68;0
1998-07-30; ; ; ;5873.9;0
1998-07-29; ; ; ;5844.01;0
1998-07-28; ; ; ;5905.87;0
1998-07-27; ; ; ;6065.98;0
1998-07-24; ; ; ;6010.95;0
1998-07-23; ; ; ;6042.99;0
1998-07-22; ; ; ;6143.34;0
1998-07-21; ; ; ;6183.6;0
1998-07-20; ; ; ;6189.71;0
1998-07-17; ; ; ;6133.97;0
1998-07-16; ; ; ;6154.38;0
1998-07-15; ; ; ;6105.73;0
1998-07-14; ; ; ;6074.2;0
1998-07-13; ; ; ;6038.7;0
1998-07-10; ; ; ;5939.91;0
1998-07-09; ; ; ;6043.29;0
1998-07-08; ; ; ;5980.04;0
1998-07-07; ; ; ;5977.94;0
1998-07-06; ; ; ;5922.88;0
1998-07-03; ; ; ;5943.64;0
1998-07-02; ; ; ;5966.07;0
1998-07-01; ; ; ;5898.88;0
1998-06-30; ; ; ;5880.62;0
1998-06-29; ; ; ;5913.2;0
1998-06-26; ; ; ;5876.77;0
1998-06-25; ; ; ;5853.19;0
1998-06-24; ; ; ;5744.17;0
1998-06-23; ; ; ;5681.97;0
1998-06-22; ; ; ;5630.09;0
1998-06-19; ; ; ;5683.1;0
1998-06-18; ; ; ;5723.98;0
1998-06-17; ; ; ;5693.05;0
1998-06-16; ; ; ;5580.37;0
1998-06-15; ; ; ;5543.24;0
1998-06-12; ; ; ;5662.56;0
1998-06-11; ; ; ;5735.98;0
1998-06-10; ; ; ;5735.98;0
1998-06-09; ; ; ;5752.15;0
1998-06-08; ; ; ;5770.58;0
1998-06-05; ; ; ;5678.75;0
1998-06-04; ; ; ;5613.11;0
1998-06-03; ; ; ;5619.88;0
1998-06-02; ; ; ;5567.06;0
1998-06-01; ; ; ;5561.07;0
1998-05-29; ; ; ;5561.07;0
1998-05-27; ; ; ;5479.79;0
1998-05-26; ; ; ;5643.01;0
1998-05-25; ; ; ;5570.63;0
1998-05-22; ; ; ;5559.58;0
1998-05-21; ; ; ;5508.56;0
1998-05-20; ; ; ;5508.56;0
1998-05-19; ; ; ;5389.55;0
1998-05-18; ; ; ;5380.34;0
1998-05-15; ; ; ;5380.58;0
1998-05-14; ; ; ;5360.92;0
1998-05-13; ; ; ;5388.11;0
1998-05-12; ; ; ;5299.65;0
1998-05-11; ; ; ;5341.15;0
1998-05-08; ; ; ;5246.39;0
1998-05-07; ; ; ;5206.34;0
1998-05-06; ; ; ;5226.05;0
1998-05-05; ; ; ;5236.78;0
1998-05-04; ; ; ;5333.1;0
1998-05-01; ; ; ;5116.52;0
1998-04-30; ; ; ;5116.52;0
1998-04-29; ; ; ;5137.43;0
1998-04-28; ; ; ;5052.42;0
1998-04-27; ; ; ;5102.49;0
1998-04-24; ; ; ;5145.37;0
1998-04-23; ; ; ;5281.14;0
1998-04-22; ; ; ;5390.31;0
1998-04-21; ; ; ;5372.48;0
1998-04-20; ; ; ;5413.42;0
1998-04-17; ; ; ;5260.56;0
1998-04-16; ; ; ;5322.75;0
1998-04-15; ; ; ;5384.46;0
1998-04-14; ; ; ;5399.79;0
1998-04-13; ; ; ;5300.39;0
1998-04-10; ; ; ;5300.39;0
1998-04-09; ; ; ;5300.39;0
1998-04-08; ; ; ;5252.8;0
1998-04-07; ; ; ;5336.79;0
1998-04-06; ; ; ;5276.23;0
1998-04-03; ; ; ;5232.6;0
1998-04-02; ; ; ;5167.45;0
1998-04-01; ; ; ;5121.72;0
1998-03-31; ; ; ;5094.26;0
1998-03-30; ; ; ;5048.73;0
1998-03-27; ; ; ;5066.47;0
1998-03-26; ; ; ;5052.16;0
1998-03-25; ; ; ;5095.79;0
1998-03-24; ; ; ;5017.86;0
1998-03-23; ; ; ;5015.87;0
1998-03-20; ; ; ;4998.07;0
1998-03-19; ; ; ;4921.66;0
1998-03-18; ; ; ;4930.24;0
1998-03-17; ; ; ;4940.35;0
1998-03-16; ; ; ;4866.47;0
1998-03-13; ; ; ;4884.59;0
1998-03-12; ; ; ;4839.41;0
1998-03-11; ; ; ;4845.22;0
1998-03-10; ; ; ;4827.12;0
1998-03-09; ; ; ;4769.66;0
1998-03-06; ; ; ;4712.52;0
1998-03-05; ; ; ;4633.05;0
1998-03-04; ; ; ;4747.9;0
1998-03-03; ; ; ;4757.08;0
1998-03-02; ; ; ;4741.75;0
1998-02-27; ; ; ;4716.29;0
1998-02-26; ; ; ;4700.32;0
1998-02-25; ; ; ;4644.93;0
1998-02-24; ; ; ;4592.76;0
1998-02-23; ; ; ;4647.12;0
1998-02-20; ; ; ;4585.07;0
1998-02-19; ; ; ;4598.95;0
1998-02-18; ; ; ;4622.55;0
1998-02-17; ; ; ;4586.84;0
1998-02-16; ; ; ;4518.17;0
1998-02-13; ; ; ;4497.01;0
1998-02-12; ; ; ;4546.3;0
1998-02-11; ; ; ;4585.03;0
1998-02-10; ; ; ;4519.32;0
1998-02-09; ; ; ;4561.27;0
1998-02-06; ; ; ;4508.18;0
1998-02-05; ; ; ;4558.58;0
1998-02-04; ; ; ;4511.76;0
1998-02-03; ; ; ;4520.07;0
1998-02-02; ; ; ;4513.41;0
1998-01-30; ; ; ;4439.37;0
1998-01-29; ; ; ;4413.64;0
1998-01-28; ; ; ;4374.76;0
1998-01-27; ; ; ;4274.15;0
1998-01-26; ; ; ;4223.83;0
1998-01-23; ; ; ;4239.18;0
1998-01-22; ; ; ;4210.69;0
1998-01-21; ; ; ;4287.64;0
1998-01-20; ; ; ;4292.86;0
1998-01-19; ; ; ;4293.41;0
1998-01-16; ; ; ;4184.48;0
1998-01-15; ; ; ;4133.03;0
1998-01-14; ; ; ;4204.46;0
1998-01-13; ; ; ;4163.52;0
1998-01-12; ; ; ;4094.54;0
1998-01-09; ; ; ;4255.36;0
1998-01-08; ; ; ;4354.64;0
1998-01-07; ; ; ;4381.6;0
1998-01-06; ; ; ;4369.06;0
1998-01-05; ; ; ;4373.56;0
1998-01-02; ; ; ;4274.7;0
1997-12-30; ; ; ;4238.41;0
1997-12-29; ; ; ;4181.71;0
1997-12-23; ; ; ;4107.86;0
1997-12-22; ; ; ;4041.66;0
1997-12-19; ; ; ;4083.39;0
1997-12-18; ; ; ;4162.75;0
1997-12-17; ; ; ;4151.82;0
1997-12-16; ; ; ;4069.02;0
1997-12-15; ; ; ;4090.72;0
1997-12-12; ; ; ;4057.56;0
1997-12-11; ; ; ;4055.22;0
1997-12-10; ; ; ;4160.89;0
1997-12-09; ; ; ;4203.12;0
1997-12-08; ; ; ;4224.26;0
1997-12-05; ; ; ;4172.13;0
1997-12-04; ; ; ;4133.76;0
1997-12-03; ; ; ;4068.05;0
1997-12-02; ; ; ;4094.99;0
1997-12-01; ; ; ;4064.55;0
1997-11-28; ; ; ;3949.37;0
1997-11-27; ; ; ;3966.72;0
1997-11-26; ; ; ;3925.29;0
1997-11-25; ; ; ;3846.47;0
1997-11-24; ; ; ;3837.56;0
1997-11-21; ; ; ;3962.27;0
1997-11-20; ; ; ;3909.21;0
1997-11-19; ; ; ;3838.46;0
1997-11-18; ; ; ;3816.75;0
1997-11-17; ; ; ;3793.28;0
1997-11-14; ; ; ;3760.55;0
1997-11-13; ; ; ;3692.02;0
1997-11-12; ; ; ;3665.63;0
1997-11-11; ; ; ;3740.09;0
1997-11-10; ; ; ;3766.97;0
1997-11-07; ; ; ;3733.2;0
1997-11-06; ; ; ;3830.61;0
1997-11-05; ; ; ;3865.77;0
1997-11-04; ; ; ;3819.9;0
1997-11-03; ; ; ;3842.02;0
1997-10-31; ; ; ;3764.24;0
1997-10-30; ; ; ;3730.29;0
1997-10-29; ; ; ;3800.23;0
1997-10-28; ; ; ;3614.92;0
1997-10-27; ; ; ;3923.23;0
1997-10-24; ; ; ;4062.52;0
1997-10-23; ; ; ;4041.21;0
1997-10-22; ; ; ;4195.23;0
1997-10-21; ; ; ;4137.13;0
1997-10-20; ; ; ;4034.68;0
1997-10-17; ; ; ;4055.21;0
1997-10-16; ; ; ;4116.79;0
1997-10-15; ; ; ;4203.86;0
1997-10-14; ; ; ;4194.8;0
1997-10-13; ; ; ;4232.37;0
1997-10-10; ; ; ;4190.13;0
1997-10-09; ; ; ;4257.98;0
1997-10-08; ; ; ;4328.44;0
1997-10-07; ; ; ;4339.12;0
1997-10-06; ; ; ;4281.79;0
1997-10-03; ; ; ;4252.56;0
1997-10-02; ; ; ;4252.56;0
1997-10-01; ; ; ;4178.46;0
1997-09-30; ; ; ;4165.79;0
1997-09-29; ; ; ;4118.46;0
1997-09-26; ; ; ;4073.61;0
1997-09-25; ; ; ;4139.07;0
1997-09-24; ; ; ;4094.53;0
1997-09-23; ; ; ;4125.22;0
1997-09-22; ; ; ;4082.94;0
1997-09-19; ; ; ;4037.88;0
1997-09-18; ; ; ;3969.21;0
1997-09-17; ; ; ;3988.04;0
1997-09-16; ; ; ;3876.27;0
1997-09-15; ; ; ;3822.08;0
1997-09-12; ; ; ;3908.34;0
1997-09-11; ; ; ;3974.14;0
1997-09-10; ; ; ;4054.44;0
1997-09-09; ; ; ;4103.41;0
1997-09-08; ; ; ;4066.33;0
1997-09-05; ; ; ;4101.11;0
1997-09-04; ; ; ;4058.06;0
1997-09-03; ; ; ;4109.9;0
1997-09-02; ; ; ;4042.24;0
1997-09-01; ; ; ;3975.52;0
1997-08-29; ; ; ;3887.19;0
1997-08-28; ; ; ;4018.9;0
1997-08-27; ; ; ;3969.26;0
1997-08-26; ; ; ;3971.82;0
1997-08-25; ; ; ;4079.8;0
1997-08-22; ; ; ;4115.63;0
1997-08-21; ; ; ;4258.86;0
1997-08-20; ; ; ;4232.36;0
1997-08-19; ; ; ;4175.66;0
1997-08-18; ; ; ;4049.75;0
1997-08-15; ; ; ;4153.59;0
1997-08-14; ; ; ;4229.23;0
1997-08-13; ; ; ;4311.83;0
1997-08-12; ; ; ;4364.74;0
1997-08-11; ; ; ;4315.28;0
1997-08-08; ; ; ;4375.04;0
1997-08-07; ; ; ;4404.86;0
1997-08-06; ; ; ;4310.25;0
1997-08-05; ; ; ;4328.32;0
1997-08-04; ; ; ;4327.22;0
1997-08-01; ; ; ;4407.77;0
1997-07-31; ; ; ;4445.44;0
1997-07-30; ; ; ;4404.99;0
1997-07-29; ; ; ;4385.19;0
1997-07-28; ; ; ;4377.39;0
1997-07-25; ; ; ;4335.36;0
1997-07-24; ; ; ;4348.14;0
1997-07-23; ; ; ;4398.46;0
1997-07-22; ; ; ;4207.09;0
1997-07-21; ; ; ;4124.18;0
1997-07-18; ; ; ;4199.75;0
1997-07-17; ; ; ;4216.23;0
1997-07-16; ; ; ;4186.38;0
1997-07-15; ; ; ;4119.4;0
1997-07-14; ; ; ;4121.76;0
1997-07-11; ; ; ;4036.79;0
1997-07-10; ; ; ;4001.82;0
1997-07-09; ; ; ;4058.48;0
1997-07-08; ; ; ;4011.09;0
1997-07-07; ; ; ;3957.8;0
1997-07-04; ; ; ;3944.57;0
1997-07-03; ; ; ;3887.83;0
1997-07-02; ; ; ;3854.51;0
1997-07-01; ; ; ;3813.51;0
1997-06-30; ; ; ;3804.91;0
1997-06-27; ; ; ;3788.25;0
1997-06-26; ; ; ;3813.2;0
1997-06-25; ; ; ;3788.21;0
1997-06-24; ; ; ;3752.32;0
1997-06-23; ; ; ;3763.96;0
1997-06-20; ; ; ;3795.91;0
1997-06-19; ; ; ;3748.12;0
1997-06-18; ; ; ;3730.03;0
1997-06-17; ; ; ;3751.84;0
1997-06-16; ; ; ;3770.83;0
1997-06-13; ; ; ;3742.6;0
1997-06-12; ; ; ;3713.93;0
1997-06-11; ; ; ;3679.74;0
1997-06-10; ; ; ;3659.86;0
1997-06-09; ; ; ;3700.85;0
1997-06-05; ; ; ;3669.63;0
1997-06-04; ; ; ;3644.08;0
1997-06-03; ; ; ;3625.32;0
1997-06-02; ; ; ;3592.07;0
1997-05-30; ; ; ;3562.41;0
1997-05-29; ; ; ;3675.58;0
1997-05-28; ; ; ;3675.58;0
1997-05-27; ; ; ;3669.1;0
1997-05-26; ; ; ;3641.03;0
1997-05-23; ; ; ;3598.12;0
1997-05-22; ; ; ;3599.84;0
1997-05-21; ; ; ;3589.81;0
1997-05-20; ; ; ;3540.51;0
1997-05-19; ; ; ;3605.17;0
1997-05-16; ; ; ;3605.17;0
1997-05-15; ; ; ;3563.24;0
1997-05-14; ; ; ;3577.7;0
1997-05-13; ; ; ;3591.08;0
1997-05-12; ; ; ;3562.28;0
1997-05-09; ; ; ;3561.24;0
1997-05-08; ; ; ;3547.37;0
1997-05-07; ; ; ;3547.37;0
1997-05-06; ; ; ;3561.42;0
1997-05-05; ; ; ;3531.44;0
1997-05-02; ; ; ;3453.45;0
1997-05-01; ; ; ;3435.57;0
1997-04-30; ; ; ;3435.57;0
1997-04-28; ; ; ;3372.45;0
1997-04-25; ; ; ;3383.78;0
1997-04-24; ; ; ;3404.88;0
1997-04-23; ; ; ;3398.39;0
1997-04-22; ; ; ;3354.13;0
1997-04-21; ; ; ;3332.04;0
1997-04-18; ; ; ;3350.49;0
1997-04-17; ; ; ;3372.86;0
1997-04-16; ; ; ;3351.48;0
1997-04-15; ; ; ;3328.58;0
1997-04-14; ; ; ;3280.71;0
1997-04-11; ; ; ;3355.1;0
1997-04-10; ; ; ;3356.19;0
1997-04-09; ; ; ;3356.97;0
1997-04-08; ; ; ;3331.04;0
1997-04-07; ; ; ;3323.51;0
1997-04-04; ; ; ;3236.87;0
1997-04-03; ; ; ;3214.77;0
1997-04-02; ; ; ;3306.65;0
1997-04-01; ; ; ;3281.44;0
1997-03-31; ; ; ;3440.84;0
1997-03-28; ; ; ;3440.84;0
1997-03-27; ; ; ;3440.84;0
1997-03-26; ; ; ;3410.67;0
1997-03-25; ; ; ;3337.43;0
1997-03-24; ; ; ;3318.37;0
1997-03-21; ; ; ;3298.94;0
1997-03-20; ; ; ;3282.45;0
1997-03-19; ; ; ;3295.64;0
1997-03-18; ; ; ;3321.28;0
1997-03-17; ; ; ;3367.41;0
1997-03-14; ; ; ;3336.11;0
1997-03-13; ; ; ;3345.42;0
1997-03-12; ; ; ;3413.49;0
1997-03-11; ; ; ;3460.07;0
1997-03-10; ; ; ;3432.28;0
1997-03-07; ; ; ;3375.53;0
1997-03-06; ; ; ;3408.02;0
1997-03-05; ; ; ;3343.65;0
1997-03-04; ; ; ;3314.81;0
1997-03-03; ; ; ;3265.31;0
1997-02-28; ; ; ;3258.04;0
1997-02-27; ; ; ;3280.66;0
1997-02-26; ; ; ;3234.59;0
1997-02-25; ; ; ;3235.96;0
1997-02-24; ; ; ;3186.84;0
1997-02-21; ; ; ;3186.47;0
1997-02-19; ; ; ;3240.3;0
1997-02-18; ; ; ;3277.31;0
1997-02-17; ; ; ;3231.62;0
1997-02-14; ; ; ;3253.5;0
1997-02-13; ; ; ;3227.4;0
1997-02-12; ; ; ;3211.52;0
1997-02-11; ; ; ;3183.9;0
1997-02-10; ; ; ;3172.78;0
1997-02-07; ; ; ;3135.41;0
1997-02-06; ; ; ;3105.28;0
1997-02-05; ; ; ;3090.21;0
1997-02-04; ; ; ;3075.52;0
1997-02-03; ; ; ;3049.18;0
1997-01-31; ; ; ;3026.73;0
1997-01-29; ; ; ;3003.02;0
1997-01-28; ; ; ;2990.17;0
1997-01-27; ; ; ;2993.18;0
1997-01-24; ; ; ;3002.59;0
1997-01-23; ; ; ;3028.65;0
1997-01-22; ; ; ;3028.88;0
1997-01-21; ; ; ;2982.26;0
1997-01-20; ; ; ;3027.49;0
1997-01-17; ; ; ;3002.72;0
1997-01-16; ; ; ;2997.28;0
1997-01-15; ; ; ;2989.59;0
1997-01-14; ; ; ;2950.78;0
1997-01-10; ; ; ;2929.82;0
1997-01-09; ; ; ;2894.01;0
1997-01-08; ; ; ;2900.99;0
1997-01-07; ; ; ;2881.8;0
1997-01-06; ; ; ;2892.93;0
1997-01-03; ; ; ;2844.51;0
1997-01-02; ; ; ;2844.63;0
1996-12-30; ; ; ;2861.66;0
1996-12-27; ; ; ;2855.54;0
1996-12-23; ; ; ;2843.57;0
1996-12-20; ; ; ;2855.84;0
1996-12-19; ; ; ;2807.63;0
1996-12-18; ; ; ;2824.43;0
1996-12-17; ; ; ;2811.83;0
1996-12-16; ; ; ;2841.16;0
1996-12-13; ; ; ;2806.11;0
1996-12-12; ; ; ;2842.51;0
1996-12-11; ; ; ;2842.51;0
1996-12-10; ; ; ;2887.47;0
1996-12-09; ; ; ;2852.79;0
1996-12-06; ; ; ;2824.42;0
1996-12-05; ; ; ;2910.88;0
1996-12-04; ; ; ;2866.27;0
1996-12-03; ; ; ;2888.8;0
1996-12-02; ; ; ;2857.66;0
1996-11-29; ; ; ;2838.06;0
1996-11-28; ; ; ;2814.52;0
1996-11-27; ; ; ;2800.49;0
1996-11-26; ; ; ;2808.93;0
1996-11-25; ; ; ;2788.69;0
1996-11-22; ; ; ;2762.59;0
1996-11-21; ; ; ;2760.6;0
1996-11-20; ; ; ;2782.84;0
1996-11-19; ; ; ;2764.43;0
1996-11-18; ; ; ;2778.89;0
1996-11-15; ; ; ;2792.29;0
1996-11-14; ; ; ;2775.86;0
1996-11-13; ; ; ;2771.87;0
1996-11-12; ; ; ;2731.71;0
1996-11-11; ; ; ;2733.68;0
1996-11-08; ; ; ;2736.65;0
1996-11-07; ; ; ;2712.2;0
1996-11-06; ; ; ;2730.9;0
1996-11-05; ; ; ;2681.29;0
1996-11-04; ; ; ;2667.7;0
1996-10-31; ; ; ;2664.65;0
1996-10-30; ; ; ;2686.04;0
1996-10-29; ; ; ;2681.54;0
1996-10-28; ; ; ;2705.34;0
1996-10-25; ; ; ;2675.41;0
1996-10-24; ; ; ;2684.16;0
1996-10-23; ; ; ;2697.9;0
1996-10-22; ; ; ;2720.67;0
1996-10-21; ; ; ;2726.71;0
1996-10-18; ; ; ;2732.31;0
1996-10-17; ; ; ;2715.02;0
1996-10-16; ; ; ;2716.57;0
1996-10-15; ; ; ;2723.52;0
1996-10-14; ; ; ;2693.84;0
1996-10-11; ; ; ;2685.94;0
1996-10-10; ; ; ;2685.15;0
1996-10-09; ; ; ;2697.44;0
1996-10-08; ; ; ;2695.7;0
1996-10-07; ; ; ;2701.14;0
1996-10-04; ; ; ;2676.82;0
1996-10-03; ; ; ;2669.89;0
1996-10-02; ; ; ;2669.89;0
1996-10-01; ; ; ;2658.64;0
1996-09-30; ; ; ;2646.82;0
1996-09-27; ; ; ;2657.98;0
1996-09-26; ; ; ;2668.49;0
1996-09-25; ; ; ;2654.06;0
1996-09-24; ; ; ;2637.28;0
1996-09-23; ; ; ;2628.35;0
1996-09-20; ; ; ;2641.43;0
1996-09-19; ; ; ;2621.8;0
1996-09-18; ; ; ;2629.38;0
1996-09-17; ; ; ;2624.29;0
1996-09-16; ; ; ;2621.74;0
1996-09-13; ; ; ;2591.29;0
1996-09-12; ; ; ;2572.39;0
1996-09-11; ; ; ;2566.17;0
1996-09-10; ; ; ;2566.04;0
1996-09-09; ; ; ;2548.21;0
1996-09-06; ; ; ;2520.52;0
1996-09-05; ; ; ;2526.82;0
1996-09-04; ; ; ;2528.24;0
1996-09-03; ; ; ;2514.8;0
1996-09-02; ; ; ;2536.11;0
1996-08-30; ; ; ;2541.74;0
1996-08-29; ; ; ;2555.45;0
1996-08-28; ; ; ;2567.21;0
1996-08-27; ; ; ;2554.88;0
1996-08-26; ; ; ;2548.4;0
1996-08-23; ; ; ;2559.09;0
1996-08-22; ; ; ;2542.15;0
1996-08-21; ; ; ;2544.38;0
1996-08-20; ; ; ;2561.63;0
1996-08-19; ; ; ;2563.9;0
1996-08-16; ; ; ;2550.92;0
1996-08-15; ; ; ;2548.77;0
1996-08-14; ; ; ;2541.01;0
1996-08-13; ; ; ;2527.22;0
1996-08-12; ; ; ;2527.22;0
1996-08-09; ; ; ;2528.57;0
1996-08-08; ; ; ;2540.13;0
1996-08-07; ; ; ;2529.29;0
1996-08-06; ; ; ;2522.78;0
1996-08-05; ; ; ;2522.43;0
1996-08-02; ; ; ;2505.62;0
1996-08-01; ; ; ;2491.4;0
1996-07-31; ; ; ;2471.41;0
1996-07-30; ; ; ;2457.31;0
1996-07-29; ; ; ;2476.08;0
1996-07-26; ; ; ;2471.72;0
1996-07-25; ; ; ;2473.79;0
1996-07-24; ; ; ;2455.87;0
1996-07-23; ; ; ;2478.68;0
1996-07-22; ; ; ;2484.59;0
1996-07-19; ; ; ;2523.21;0
1996-07-18; ; ; ;2510.39;0
1996-07-17; ; ; ;2501.04;0
1996-07-16; ; ; ;2483.77;0
1996-07-15; ; ; ;2547.98;0
1996-07-12; ; ; ;2545.96;0
1996-07-11; ; ; ;2573.75;0
1996-07-10; ; ; ;2573.21;0
1996-07-09; ; ; ;2560.43;0
1996-07-08; ; ; ;2552.91;0
1996-07-05; ; ; ;2583.04;0
1996-07-04; ; ; ;2572.08;0
1996-07-03; ; ; ;2570.07;0
1996-07-02; ; ; ;2575.92;0
1996-07-01; ; ; ;2561.73;0
1996-06-28; ; ; ;2561.24;0
1996-06-27; ; ; ;2568.14;0
1996-06-26; ; ; ;2575.37;0
1996-06-25; ; ; ;2572.24;0
1996-06-24; ; ; ;2559.9;0
1996-06-21; ; ; ;2540.35;0
1996-06-20; ; ; ;2543.14;0
1996-06-19; ; ; ;2552.49;0
1996-06-18; ; ; ;2551.73;0
1996-06-17; ; ; ;2549.23;0
1996-06-14; ; ; ;2552.36;0
1996-06-13; ; ; ;2565.4;0
1996-06-12; ; ; ;2562.15;0
1996-06-11; ; ; ;2549.21;0
1996-06-10; ; ; ;2555.26;0
1996-06-07; ; ; ;2561.4;0
1996-06-06; ; ; ;2552.93;0
1996-06-05; ; ; ;2552.93;0
1996-06-04; ; ; ;2543.07;0
1996-06-03; ; ; ;2528.63;0
1996-05-31; ; ; ;2543.91;0
1996-05-30; ; ; ;2530.13;0
1996-05-29; ; ; ;2556.44;0
1996-05-28; ; ; ;2553.98;0
1996-05-27; ; ; ;2540.16;0
1996-05-24; ; ; ;2540.16;0
1996-05-23; ; ; ;2557.58;0
1996-05-22; ; ; ;2550.89;0
1996-05-21; ; ; ;2551.22;0
1996-05-20; ; ; ;2550.42;0
1996-05-17; ; ; ;2527.43;0
1996-05-16; ; ; ;2527.3;0
1996-05-15; ; ; ;2527.3;0
1996-05-14; ; ; ;2513.09;0
1996-05-13; ; ; ;2498.74;0
1996-05-10; ; ; ;2465.5;0
1996-05-09; ; ; ;2468.45;0
1996-05-08; ; ; ;2478.04;0
1996-05-07; ; ; ;2475.04;0
1996-05-06; ; ; ;2467.15;0
1996-05-03; ; ; ;2463.07;0
1996-05-02; ; ; ;2502.22;0
1996-05-01; ; ; ;2498.17;0
1996-04-30; ; ; ;2498.17;0
1996-04-29; ; ; ;2519.77;0
1996-04-26; ; ; ;2536.8;0
1996-04-25; ; ; ;2527.73;0
